name,class,A,beta,gamma,t_0,tau_rise,tau_fall,extra_sigma,A_green,beta_green,gamma_green,t_0_green,tau_rise_green,tau_fall_green,extra_sigma_green
ZTF20acnyxln,SN Ia,151.95159793298888,0.004868893318557253,7.061746450126291,59156.41440195837,2.9127897678942487,23.612831692606868,4.035146704491998,1.0318001317452326,1.0401886907781885,1.214077179607234,1.0000156908074271,0.9482519233387708,0.5204739308090958,1.7424306755713825
ZTF20acoawtj,SN IIn,29.570389372654333,0.0005103505857247681,61.6363825051981,59158.7250269637,9.600373810668462,165.69611123885687,0.1342508197594996,1.0308199053099825,1.0367257054571013,0.13309810688127238,1.000049754382176,0.9376423369477218,0.5235680049201278,0.8573960636249465
ZTF20acpbdvm,SN II,65.23872052542191,0.006734791693326182,82.49855127074622,59147.240347434854,29.51929550394579,93.04948814295724,0.18234920418390996,1.0253596996283192,1.0382547294458644,1.4074485015393887,1.0003829863324052,0.9644084703825871,0.5203327810116334,0.8540221121792276
ZTF20acpevli,SN II,57.508046327755636,0.00971835912412954,54.09773828717542,59145.51876050896,22.05402195450924,106.22831851361741,1.815853812254401,1.0275884381807914,1.0325931364985321,1.5852676214343173,1.000353356812413,0.9449150039081788,0.5207258032021361,1.0870760248107783
ZTF20acphdcg,SLSN-I,142.65201430634295,0.0098317554966708,37.89359387460675,59217.075143132635,28.019660167898074,132.1396643736261,0.8435699570669883,1.0291545607725414,1.0186701077262716,0.23472816315085815,1.0001972348431916,0.9685597304066405,0.5106987965835907,1.1132336158460396
ZTF20acpjbgc,SN II,101.86529724605225,0.007867126723684285,10.97491680808395,59159.261826102964,0.5818690860091532,128.7832885906737,4.703257044210085,1.049147333026426,1.0259544673724783,1.0249659055432776,0.9963435865473844,0.962161814881891,0.5585671647087822,2.989336118141872
ZTF20acpkjsn,SN Ia,38.41210784057781,0.00494436962162041,11.42169405422779,59163.89870307816,2.795831089017393,19.507336055468553,1.5250554274588117,1.0305690992028285,1.028557423765446,0.6938053195069721,1.0000177320542665,0.951025806666106,0.5181669345179922,1.8146938267176151
ZTF20acpmgdz,SN Ia,161.8612786191178,0.004886924148654442,11.579093356845558,59168.976507390675,2.633712119984942,23.340109504057423,4.196391305380145,1.0098952741303076,1.044204246250286,0.6254061240517342,0.9999988184197032,0.899025373336633,0.521351266170919,2.3131723877815764
ZTF20acpujxl,SN Ia,82.03318297535537,0.005395859934696099,9.706975431374403,59264.81495018438,3.3336572153534547,15.585465977260396,12.984612525700976,1.0240842981942893,1.035448175333891,1.0723562600100647,1.0015960587110428,0.9579570597961227,0.5186340661331005,0.15387362238950883
ZTF20acpyldh,SLSN-I,15.526521351448435,0.000788419185293274,115.19628025220061,59175.11594549034,48.36982038887466,62.20906711992144,0.22815226030800997,1.032048563756568,1.0329249143013985,0.8877168105961426,0.9997426519340915,0.9544251341294895,0.5234258489570631,0.8128385442968376
